"financialyear","financialquarter","forcename","offencedescription","offencegroup","offencesubgroup","offencecode","numberofoffences"
"2012/13",3,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",5910
"2023/24",1,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",5910
"2013/14",4,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",5874
"2014/15",4,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",5757
"2018/19",1,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",5744
"2012/13",4,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",5732
"2017/18",4,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",5453
"2021/22",2,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",5450
"2018/19",2,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",5351
"2022/23",4,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",5206
"2018/19",3,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",5163
"2022/23",1,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",5150
"2019/20",2,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",5143
"2022/23",2,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",5106
"2021/22",3,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",5058
"2019/20",1,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",5057
"2018/19",4,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",5005
"2021/22",1,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",4986
"2019/20",3,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",4971
"2022/23",3,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",4947
"2019/20",4,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",4841
"2021/22",4,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",4782
"2020/21",2,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",4647
"2019/20",1,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",4453
"2020/21",2,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",4434
"2018/19",3,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",4362
"2020/21",3,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",4341
"2018/19",4,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",4264
"2021/22",1,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",4248
"2021/22",2,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",4248
"2019/20",2,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",4241
"2021/22",3,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",4176
"2022/23",1,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",4150
"2022/23",2,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",4062
"2020/21",3,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",4043
"2020/21",4,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",4037
"2016/17",3,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",4015
"2012/13",1,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3974
"2023/24",1,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3951
"2016/17",4,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3934
"2022/23",3,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3928
"2019/20",3,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3928
"2019/20",4,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3892
"2021/22",4,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3875
"2017/18",3,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3806
"2020/21",1,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3782
"2017/18",1,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3751
"2017/18",2,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3745
"2022/23",4,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3735
"2012/13",2,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3724
"2020/21",1,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3715
"2016/17",2,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3713
"2015/16",3,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3691
"2017/18",1,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3645
"2013/14",1,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3632
"2016/17",3,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3625
"2018/19",2,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3621
"2017/18",3,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3585
"2015/16",4,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3578
"2018/19",1,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3564
"2016/17",1,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3560
"2016/17",2,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3535
"2016/17",1,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3532
"2017/18",1,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3531
"2014/15",1,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3513
"2017/18",4,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3500
"2020/21",4,"Metropolitan Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3491
"2015/16",1,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3478
"2016/17",1,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3478
"2016/17",2,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3463
"2017/18",3,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3455
"2014/15",2,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3447
"2013/14",2,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3425
"2012/13",3,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3421
"2018/19",1,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3419
"2015/16",1,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3407
"2017/18",2,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3399
"2015/16",3,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3392
"2015/16",2,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3377
"2015/16",2,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3377
"2014/15",3,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3375
"2017/18",2,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3368
"2017/18",3,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3355
"2015/16",1,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3355
"2016/17",3,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3317
"2018/19",1,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3311
"2016/17",4,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3307
"2018/19",4,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3307
"2012/13",4,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3299
"2016/17",3,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3268
"2014/15",3,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3250
"2017/18",3,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3238
"2016/17",3,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3232
"2014/15",4,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3224
"2015/16",2,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3214
"2016/17",4,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3205
"2015/16",4,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3199
"2017/18",4,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3194
"2013/14",3,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3190
"2015/16",3,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3188
"2018/19",2,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3174
"2018/19",3,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3168
"2017/18",4,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3160
"2016/17",4,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3148
"2015/16",4,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3117
"2019/20",3,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3113
"2013/14",3,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3110
"2014/15",4,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3110
"2015/16",3,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3092
"2015/16",3,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3089
"2017/18",2,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3085
"2018/19",3,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3082
"2019/20",1,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3078
"2018/19",2,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3061
"2020/21",2,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3041
"2015/16",4,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3021
"2013/14",4,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",3014
"2016/17",2,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",3011
"2014/15",3,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",3004
"2014/15",2,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2986
"2012/13",1,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",2985
"2019/20",2,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2979
"2023/24",1,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2975
"2019/20",2,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2970
"2014/15",2,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",2969
"2022/23",1,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2941
"2017/18",3,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2939
"2016/17",4,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2938
"2022/23",2,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2933
"2017/18",1,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2931
"2014/15",3,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2930
"2017/18",4,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2919
"2018/19",4,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2912
"2013/14",4,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2905
"2015/16",4,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2903
"2014/15",2,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2900
"2018/19",1,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2896
"2016/17",1,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2894
"2018/19",4,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2892
"2017/18",2,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2890
"2018/19",1,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2885
"2012/13",3,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2885
"2016/17",2,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2882
"2017/18",1,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2882
"2021/22",3,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2880
"2018/19",3,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2874
"2021/22",3,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2874
"2019/20",1,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2872
"2012/13",2,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2868
"2017/18",2,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2866
"2013/14",2,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2866
"2018/19",3,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2863
"2018/19",2,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2856
"2014/15",4,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",2853
"2022/23",2,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2848
"2013/14",1,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2838
"2015/16",2,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2837
"2019/20",3,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2831
"2019/20",3,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2825
"2015/16",1,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2821
"2014/15",1,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",2813
"2012/13",2,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",2810
"2012/13",3,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2805
"2016/17",1,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2799
"2013/14",4,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2798
"2014/15",4,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2796
"2019/20",4,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2790
"2020/21",2,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2784
"2019/20",2,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2783
"2014/15",1,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2782
"2013/14",3,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2780
"2022/23",1,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2780
"2021/22",1,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2773
"2012/13",2,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2766
"2014/15",1,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2764
"2020/21",3,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2764
"2017/18",1,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2759
"2019/20",4,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2756
"2019/20",3,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2755
"2021/22",3,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2751
"2012/13",1,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2749
"2020/21",1,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2748
"2021/22",1,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2745
"2017/18",4,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2744
"2022/23",1,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2743
"2022/23",3,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2738
"2019/20",3,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2730
"2013/14",2,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2725
"2018/19",2,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2719
"2022/23",4,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2715
"2021/22",2,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2711
"2016/17",3,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2703
"2012/13",3,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2702
"2023/24",1,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2697
"2022/23",2,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2694
"2017/18",4,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2689
"2021/22",1,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2678
"2015/16",2,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2676
"2020/21",4,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2672
"2021/22",4,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2670
"2022/23",3,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2666
"2018/19",1,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2664
"2021/22",2,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2663
"2022/23",4,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2660
"2021/22",2,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2660
"2023/24",1,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2654
"2013/14",3,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2643
"2012/13",2,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2634
"2013/14",1,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2629
"2016/17",4,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2628
"2021/22",4,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2628
"2022/23",3,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2620
"2013/14",2,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",2618
"2019/20",4,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2616
"2018/19",3,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2615
"2013/14",1,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",2615
"2014/15",4,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2615
"2019/20",2,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2607
"2018/19",4,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2603
"2018/19",4,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2602
"2012/13",1,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2577
"2018/19",2,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2568
"2021/22",2,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2564
"2020/21",4,"Metropolitan Police","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2562
"2019/20",2,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2560
"2020/21",2,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2560
"2021/22",4,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2556
"2021/22",3,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2554
"2013/14",1,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2551
"2012/13",4,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2544
"2022/23",3,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2542
"2019/20",4,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2527
"2012/13",4,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2524
"2015/16",1,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2521
"2012/13",1,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2521
"2014/15",3,"West Yorkshire","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2506
"2020/21",3,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2497
"2022/23",1,"Greater Manchester","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2497
"2023/24",1,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2491
"2019/20",1,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2488
"2019/20",4,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2488
"2019/20",1,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2487
"2012/13",3,"Metropolitan Police","Other criminal damage","Criminal damage and arson","Criminal damage","58D",2487
"2020/21",3,"Greater Manchester","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2476
"2016/17",3,"West Yorkshire","Criminal damage to a dwelling","Criminal damage and arson","Criminal damage","58A",2465
"2022/23",4,"West Midlands","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",2462
